wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C,Frequency A,Frequency B,Frequency C
serial: dc:a6:32:89:f2:d0,2023-09-08 07:11,Recover,118.58,121.78,123.23,0.63,0.31,0.44,-30.76,-0.06,0.10,-0.01,-0.00,0.00,101.37,-0.15,-0.30,0.03,-0.00,-0.00,78.31,0.15,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.77,59.84,59.84,59.84
serial: dc:a6:32:89:f2:d0,2023-09-08 07:12,Recover,118.39,121.62,123.03,0.62,0.25,0.44,-29.69,-0.06,0.09,-0.01,-0.00,0.00,95.46,-0.15,-0.30,0.03,-0.00,-0.00,76.26,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.77,59.77,59.77,59.79
serial: dc:a6:32:89:f2:d0,2023-09-08 07:13,Recover,118.37,121.59,123.01,0.59,0.25,0.44,-27.86,-0.07,0.09,-0.01,-0.00,0.00,89.56,0.00,-0.30,0.02,0.00,-0.00,72.15,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.73,59.80,59.81,59.80
serial: dc:a6:32:89:f2:d0,2023-09-08 07:14,Recover,118.30,121.50,122.91,0.63,0.31,0.44,-30.78,-0.07,0.10,-0.01,-0.00,0.00,100.48,0.00,-0.30,0.03,0.00,-0.00,78.10,0.15,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,59.80,59.80,59.80
serial: dc:a6:32:89:f2:d0,2023-09-08 07:15,Recover,118.34,121.52,122.99,0.60,0.25,0.44,-29.29,-0.06,0.09,-0.01,-0.00,0.00,85.14,0.00,-0.30,0.02,0.00,-0.00,74.41,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.88,1.75,59.87,59.88,59.87
serial: dc:a6:32:89:f2:d0,2023-09-08 07:16,Recover,118.34,121.50,122.96,0.59,0.25,0.44,-28.59,-0.06,0.09,-0.01,-0.00,0.00,87.94,-0.15,-0.30,0.02,-0.00,-0.00,72.86,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.71,1.75,59.86,59.87,59.87
serial: dc:a6:32:89:f2:d0,2023-09-08 07:16,Recover,118.27,121.47,122.94,0.63,0.25,0.44,-30.83,-0.06,0.10,-0.01,-0.00,0.00,96.64,0.00,-0.15,0.03,0.00,-0.00,3.73,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.75,59.86,59.86,59.86
serial: dc:a6:32:89:f2:d0,2023-09-08 07:17,Recover,118.32,121.52,122.96,0.59,0.25,0.44,-27.34,-0.06,0.09,-0.01,-0.00,0.00,96.05,-0.15,-0.15,0.03,-0.00,-0.00,72.58,0.15,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.82,59.88,59.88,59.88
serial: dc:a6:32:89:f2:d0,2023-09-08 07:18,Recover,118.30,121.45,122.94,0.59,0.25,0.44,-27.76,-0.06,0.09,-0.01,-0.00,0.00,90.00,0.00,-0.30,0.03,0.00,-0.00,73.15,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.71,1.75,59.95,59.95,59.95
serial: dc:a6:32:89:f2:d0,2023-09-08 07:19,Recover,118.30,121.47,122.94,0.59,0.25,0.38,-27.90,-0.05,0.09,-0.01,-0.00,0.00,91.63,-0.15,-0.30,0.03,-0.00,-0.00,72.79,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,59.97,59.97,59.97
serial: dc:a6:32:89:f2:d0,2023-09-08 07:20,Recover,118.34,121.52,123.01,0.60,0.25,0.44,-28.06,-0.06,0.09,-0.01,-0.00,0.00,94.14,0.00,-0.15,0.03,0.00,-0.00,73.95,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.83,60.07,60.07,60.07
serial: dc:a6:32:89:f2:d0,2023-09-08 07:21,Recover,118.37,121.54,122.99,0.59,0.31,0.38,-27.86,-0.06,0.09,-0.01,-0.00,0.00,95.17,0.00,-0.30,0.03,0.00,-0.00,73.35,0.15,0.20,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.73,60.07,60.07,60.07
serial: dc:a6:32:89:f2:d0,2023-09-08 07:22,Recover,118.51,121.69,123.13,0.60,0.31,0.38,-28.22,-0.06,0.09,-0.01,-0.00,0.00,96.05,0.00,-0.30,0.03,0.00,-0.00,73.99,0.15,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,60.07,60.07,60.05
serial: dc:a6:32:89:f2:d0,2023-09-08 07:23,Recover,118.42,121.52,123.03,0.63,0.31,0.44,-29.76,-0.08,0.09,-0.01,-0.00,0.00,102.99,0.00,-0.30,0.03,0.00,-0.00,77.69,0.16,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,59.91,59.91,59.93
serial: dc:a6:32:89:f2:d0,2023-09-08 07:24,Recover,118.49,121.64,123.13,0.63,0.25,0.44,-30.54,-0.07,0.10,-0.01,-0.00,0.00,99.00,-0.15,-0.30,0.03,-0.00,-0.00,77.89,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.89,1.75,59.97,59.97,59.95
serial: dc:a6:32:89:f2:d0,2023-09-08 07:25,Recover,118.42,121.57,123.03,0.61,0.25,0.44,-29.12,-0.05,0.09,-0.01,-0.00,0.00,87.05,0.00,-0.15,0.02,0.00,-0.00,75.26,0.13,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.73,59.93,59.93,59.93
serial: dc:a6:32:89:f2:d0,2023-09-08 07:26,Recover,118.61,121.78,123.23,0.60,0.25,0.44,-28.26,-0.07,0.09,-0.01,-0.00,0.00,97.82,-0.15,-0.30,0.03,-0.00,-0.00,73.88,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.82,59.87,59.87,59.87
serial: dc:a6:32:89:f2:d0,2023-09-08 07:27,Recover,118.78,122.00,123.44,0.61,0.25,0.44,-29.48,-0.06,0.10,-0.01,-0.00,0.00,86.76,0.00,-0.30,0.02,0.00,-0.00,75.04,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,59.76,59.77,59.77
serial: dc:a6:32:89:f2:d0,2023-09-08 07:28,Recover,118.99,122.19,123.64,0.63,0.25,0.44,-30.85,-0.05,0.11,-0.01,-0.00,0.00,86.02,-0.15,-0.30,0.02,-0.00,-0.00,77.82,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,59.69,59.69,59.69
serial: dc:a6:32:89:f2:d0,2023-09-08 07:29,Recover,119.04,122.27,123.71,0.61,0.25,0.44,-29.89,-0.07,0.10,-0.01,-0.00,0.00,91.48,-0.15,-0.30,0.03,-0.00,-0.00,76.01,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,59.72,59.72,59.72
serial: dc:a6:32:89:f2:d0,2023-09-08 07:30,Recover,118.99,122.24,123.71,0.63,0.25,0.44,-31.08,-0.06,0.09,-0.01,-0.00,0.00,92.66,0.00,-0.30,0.03,0.00,-0.00,77.92,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,59.70,59.70,59.70
serial: dc:a6:32:89:f2:d0,2023-09-08 07:31,Recover,119.02,122.24,123.71,0.62,0.25,0.44,-30.23,-0.07,0.09,-0.01,-0.00,0.00,98.71,-0.15,-0.30,0.03,-0.00,-0.00,76.59,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.75,59.73,59.73,59.72
serial: dc:a6:32:89:f2:d0,2023-09-08 07:32,Recover,118.97,122.22,123.66,0.61,0.25,0.44,-29.28,-0.07,0.10,-0.01,-0.00,0.00,89.12,-0.15,-0.30,0.02,-0.00,-0.00,75.30,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.73,59.73,59.74,59.73
serial: dc:a6:32:89:f2:d0,2023-09-08 07:33,Recover,119.02,122.22,123.68,0.60,0.25,0.44,-29.28,-0.07,0.10,-0.01,-0.00,0.00,91.63,0.00,-0.30,0.03,0.00,-0.00,74.36,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.88,1.75,59.80,59.79,59.79
serial: dc:a6:32:89:f2:d0,2023-09-08 07:34,Recover,119.11,122.31,123.78,0.60,0.25,0.44,-29.24,-0.06,0.10,-0.01,-0.00,0.00,82.92,0.00,-0.44,0.02,0.00,-0.00,73.92,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,59.88,59.88,59.88
serial: dc:a6:32:89:f2:d0,2023-09-08 07:35,Recover,119.09,122.27,123.73,0.58,0.25,0.44,-28.14,-0.04,0.10,-0.01,-0.00,0.00,82.63,-0.15,-0.30,0.02,-0.00,-0.00,71.94,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.86,1.75,59.95,59.94,59.95
serial: dc:a6:32:89:f2:d0,2023-09-08 07:36,Recover,119.14,122.34,123.80,0.61,0.25,0.44,-30.75,-0.05,0.10,-0.01,-0.00,0.00,75.69,0.00,-0.30,0.02,0.00,-0.00,75.71,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.75,60.11,60.09,60.09
serial: dc:a6:32:89:f2:d0,2023-09-08 07:37,Recover,119.14,122.31,123.85,0.61,0.25,0.44,-30.27,-0.05,0.10,-0.01,-0.00,0.00,79.09,0.00,-0.30,0.02,0.00,-0.00,75.25,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,60.11,60.11,60.12
serial: dc:a6:32:89:f2:d0,2023-09-08 07:38,Recover,119.07,122.27,123.76,0.60,0.25,0.44,-29.62,-0.05,0.09,-0.01,-0.00,0.00,81.15,-0.15,-0.30,0.02,-0.00,-0.00,75.03,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.13,1.77,59.91,59.93,59.93
serial: dc:a6:32:89:f2:d0,2023-09-08 07:39,Recover,119.04,122.22,123.68,0.60,0.25,0.44,-29.27,-0.05,0.10,-0.01,-0.00,0.00,79.82,0.00,-0.30,0.02,0.00,-0.00,74.55,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,59.95,59.95,59.94
serial: dc:a6:32:89:f2:d0,2023-09-08 07:40,Recover,119.11,122.29,123.78,0.59,0.25,0.44,-29.18,-0.05,0.11,-0.01,-0.00,0.00,74.36,0.00,-0.30,0.02,0.00,-0.00,73.56,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,60.01,60.01,60.00
serial: dc:a6:32:89:f2:d0,2023-09-08 07:41,Recover,119.04,122.22,123.71,0.60,0.25,0.44,-29.68,-0.05,0.11,-0.01,-0.00,0.00,78.35,0.00,-0.30,0.02,0.00,-0.00,74.68,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.75,60.07,60.07,60.07
serial: dc:a6:32:89:f2:d0,2023-09-08 07:42,Recover,118.99,122.19,123.66,0.62,0.25,0.44,-30.53,-0.06,0.09,-0.01,-0.00,0.00,80.86,0.00,-0.30,0.02,0.00,-0.00,76.65,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,59.98,59.97,59.98
serial: dc:a6:32:89:f2:d0,2023-09-08 07:43,Recover,118.99,122.22,123.68,0.63,0.25,0.44,-31.45,-0.05,0.11,-0.01,-0.00,0.00,84.84,-0.15,-0.30,0.02,-0.00,-0.00,78.24,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,59.95,59.95,59.95
serial: dc:a6:32:89:f2:d0,2023-09-08 07:44,Recover,118.90,122.05,123.56,0.59,0.25,0.44,-28.84,-0.05,0.10,-0.01,-0.00,0.00,78.35,0.00,-0.30,0.02,0.00,-0.00,73.69,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.86,1.77,59.87,59.88,59.88
serial: dc:a6:32:89:f2:d0,2023-09-08 07:45,Recover,119.04,122.24,123.73,0.63,0.25,0.44,-31.84,-0.06,0.11,-0.01,-0.00,0.00,89.27,-0.15,-0.30,0.02,-0.00,-0.00,78.57,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,59.91,59.91,59.90
serial: dc:a6:32:89:f2:d0,2023-09-08 07:46,Recover,119.04,122.24,123.68,0.64,0.25,0.44,-31.56,-0.06,0.10,-0.01,-0.00,0.00,88.68,0.00,-0.30,0.02,0.00,-0.00,78.80,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,59.88,59.90,59.90
serial: dc:a6:32:89:f2:d0,2023-09-08 07:48,Recover,119.23,122.43,123.90,0.60,0.25,0.44,-29.68,-0.05,0.09,-0.01,-0.00,0.00,89.56,-0.15,-0.44,0.02,-0.00,-0.00,74.91,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,59.87,59.87,59.88
serial: dc:a6:32:89:f2:d0,2023-09-08 07:49,Recover,119.35,122.55,124.00,0.62,0.25,0.44,-30.81,-0.05,0.11,-0.01,-0.00,0.00,82.63,-0.15,-0.30,0.02,-0.00,-0.00,76.96,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.75,59.93,59.91,59.91
serial: dc:a6:32:89:f2:d0,2023-09-08 07:50,Recover,119.23,122.43,123.90,0.62,0.25,0.44,-30.49,-0.06,0.10,-0.01,-0.00,0.00,87.50,0.00,-0.30,0.02,0.00,-0.00,76.57,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.77,59.88,59.88,59.88
serial: dc:a6:32:89:f2:d0,2023-09-08 07:51,Recover,119.40,122.58,124.09,0.63,0.25,0.44,-31.62,-0.05,0.11,-0.01,-0.00,0.00,83.81,0.00,-0.30,0.02,0.00,-0.00,78.63,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,59.94,59.94,59.95
serial: dc:a6:32:89:f2:d0,2023-09-08 07:51,Recover,119.28,122.51,123.97,0.62,0.25,0.44,-30.68,-0.05,0.10,-0.01,-0.00,0.00,84.99,0.00,-0.30,0.02,0.00,-0.00,3.63,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,59.94,59.95,59.94
serial: dc:a6:32:89:f2:d0,2023-09-08 07:52,Recover,119.38,122.60,124.07,0.64,0.25,0.44,-32.12,-0.05,0.10,-0.01,-0.00,0.00,88.82,-0.15,-0.30,0.02,-0.00,-0.00,79.54,0.13,0.24,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,59.97,59.98,59.97
serial: dc:a6:32:89:f2:d0,2023-09-08 07:53,Recover,119.33,122.55,124.05,0.64,0.25,0.44,-32.50,-0.05,0.12,-0.01,-0.00,0.00,88.09,0.00,-0.30,0.02,0.00,-0.00,79.88,0.14,0.24,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.69,60.04,60.02,60.02
serial: dc:a6:32:89:f2:d0,2023-09-08 07:54,Recover,119.16,122.36,123.85,0.63,0.25,0.44,-32.11,-0.05,0.11,-0.01,-0.00,0.00,80.12,0.00,-0.30,0.02,0.00,-0.00,78.68,0.13,0.24,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,60.12,60.11,60.11
serial: dc:a6:32:89:f2:d0,2023-09-08 07:54,Recover,119.11,122.31,123.80,0.63,0.25,0.44,-31.69,-0.06,0.11,-0.01,-0.00,0.00,86.61,-0.15,-0.30,0.02,-0.00,-0.00,75.56,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.67,60.14,60.14,60.15
serial: dc:a6:32:89:f2:d0,2023-09-08 07:55,Recover,119.23,122.43,123.92,0.61,0.25,0.44,-30.51,-0.05,0.10,-0.01,-0.00,0.00,79.97,-0.15,-0.30,0.02,-0.00,-0.00,75.86,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,60.22,60.22,60.24
serial: dc:a6:32:89:f2:d0,2023-09-08 07:56,Recover,119.21,122.39,123.92,0.60,0.25,0.44,-29.44,-0.04,0.10,-0.01,-0.00,0.00,78.20,0.00,-0.30,0.02,0.00,-0.00,74.23,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.77,60.22,60.22,60.22
serial: dc:a6:32:89:f2:d0,2023-09-08 07:57,Recover,119.16,122.31,123.83,0.64,0.25,0.44,-32.26,-0.04,0.10,-0.01,-0.00,0.00,90.59,0.00,-0.30,0.03,0.00,-0.00,79.66,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.77,60.15,60.16,60.14
serial: dc:a6:32:89:f2:d0,2023-09-08 07:58,Recover,119.19,122.36,123.88,0.61,0.25,0.44,-30.46,-0.04,0.09,-0.01,-0.00,0.00,77.91,0.00,-0.30,0.02,0.00,-0.00,76.27,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,60.14,60.12,60.14
serial: dc:a6:32:89:f2:d0,2023-09-08 07:59,Recover,119.07,122.22,123.73,0.61,0.25,0.44,-30.61,-0.05,0.10,-0.01,-0.00,0.00,78.94,0.00,-0.30,0.02,0.00,-0.00,76.04,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,60.14,60.14,60.12
serial: dc:a6:32:89:f2:d0,2023-09-08 08:00,Recover,119.31,122.46,123.97,0.61,0.25,0.44,-30.03,-0.05,0.10,-0.01,-0.00,0.00,79.97,0.00,-0.30,0.02,0.00,-0.00,75.25,0.13,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,60.29,60.29,60.29
serial: dc:a6:32:89:f2:d0,2023-09-08 08:01,Recover,119.19,122.36,123.83,0.58,0.25,0.44,-28.64,-0.04,0.10,-0.01,-0.00,0.00,77.91,0.00,-0.30,0.02,0.00,-0.00,72.47,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,60.21,60.21,60.21
serial: dc:a6:32:89:f2:d0,2023-09-08 08:02,Recover,119.14,122.36,123.80,0.60,0.25,0.44,-29.22,-0.06,0.11,-0.01,-0.00,0.00,77.32,0.00,-0.30,0.02,0.00,-0.00,74.00,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.88,1.75,60.28,60.28,60.29
serial: dc:a6:32:89:f2:d0,2023-09-08 08:03,Recover,119.26,122.43,123.92,0.60,0.25,0.44,-29.82,-0.05,0.10,-0.01,-0.00,0.00,82.04,0.00,-0.30,0.02,0.00,-0.00,74.42,0.13,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.75,60.29,60.29,60.29
serial: dc:a6:32:89:f2:d0,2023-09-08 08:04,Recover,119.21,122.41,123.90,0.62,0.25,0.44,-31.08,-0.05,0.11,-0.01,-0.00,0.00,81.00,0.00,-0.30,0.02,0.00,-0.00,76.82,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.86,1.77,60.25,60.26,60.26
serial: dc:a6:32:89:f2:d0,2023-09-08 08:05,Recover,119.16,122.39,123.83,0.62,0.25,0.44,-31.23,-0.05,0.10,-0.01,-0.00,0.00,87.94,-0.15,-0.15,0.02,-0.00,-0.00,77.66,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,60.25,60.24,60.25
serial: dc:a6:32:89:f2:d0,2023-09-08 08:06,Recover,119.07,122.27,123.73,0.63,0.25,0.44,-31.85,-0.06,0.11,-0.01,-0.00,0.00,90.74,-0.15,-0.30,0.03,-0.00,-0.00,78.80,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,60.16,60.15,60.15
serial: dc:a6:32:89:f2:d0,2023-09-08 08:07,Recover,118.95,122.12,123.59,0.63,0.25,0.44,-31.08,-0.06,0.09,-0.01,-0.00,0.00,91.77,0.00,-0.30,0.03,0.00,-0.00,78.65,0.15,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.83,60.11,60.12,60.11
serial: dc:a6:32:89:f2:d0,2023-09-08 08:08,Recover,119.09,122.29,123.76,0.60,0.25,0.44,-29.14,-0.05,0.10,-0.01,-0.00,0.00,84.84,0.00,-0.30,0.02,0.00,-0.00,74.06,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.75,1.83,60.05,60.05,60.05
serial: dc:a6:32:89:f2:d0,2023-09-08 08:09,Recover,119.02,122.22,123.66,0.59,0.25,0.44,-28.79,-0.05,0.09,-0.01,-0.00,0.00,93.10,-0.15,-0.30,0.03,-0.00,-0.00,73.49,0.14,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,60.09,60.09,60.09
serial: dc:a6:32:89:f2:d0,2023-09-08 08:10,Recover,119.11,122.34,123.78,0.63,0.25,0.44,-31.42,-0.06,0.11,-0.01,-0.00,0.00,89.41,0.00,-0.30,0.02,0.00,-0.00,78.01,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.71,1.75,60.16,60.16,60.18
serial: dc:a6:32:89:f2:d0,2023-09-08 08:11,Recover,119.04,122.22,123.66,0.61,0.25,0.44,-30.01,-0.05,0.10,-0.01,-0.00,0.00,87.50,0.00,-0.30,0.02,0.00,-0.00,75.74,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,60.12,60.12,60.14
serial: dc:a6:32:89:f2:d0,2023-09-08 08:12,Recover,118.92,122.10,123.52,0.62,0.25,0.44,-30.50,-0.06,0.10,-0.01,-0.00,0.00,91.04,0.00,-0.30,0.03,0.00,-0.00,76.81,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.75,60.09,60.09,60.09
serial: dc:a6:32:89:f2:d0,2023-09-08 08:13,Recover,118.87,122.02,123.52,0.63,0.25,0.44,-31.02,-0.06,0.10,-0.01,-0.00,0.00,93.99,0.00,-0.30,0.03,0.00,-0.00,77.97,0.14,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.77,60.04,60.04,60.04
serial: dc:a6:32:89:f2:d0,2023-09-08 08:14,Recover,118.83,121.98,123.44,0.63,0.25,0.44,-31.17,-0.06,0.10,-0.01,-0.00,0.00,93.84,0.00,-0.30,0.03,0.00,-0.00,78.35,0.14,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,1.75,1.77,60.01,60.00,60.01
serial: dc:a6:32:89:f2:d0,2023-09-08 08:15,Recover,118.75,121.88,123.37,0.59,0.25,0.44,-28.09,-0.08,0.09,-0.01,-0.00,0.00,98.56,0.00,-0.30,0.03,0.00,-0.00,73.39,0.15,0.21,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.78,1.73,59.93,59.91,59.93
